ITEM_20150317_000001	Empty_Helmet	없음_helmet
ITEM_20160218_009164	Red Guardian Spider Eyes	붉은 수호 거미의 눈
ITEM_20160218_009165	Guardian Spider eyes mengkristal setelah mereka mati sering digunakan sebagai gems. {nl}Diperoleh dari Red Guardian Spiders.	수호 거미의 눈은 생명을 잃으면 결정화 되어 굳어지기 때문에 보석으로 많이 사용됩니다. 붉은 수호 거미에게서 획득합니다.
ITEM_20160218_009166	Green Rafflesia Stamen	초록 라플레시아 수술
ITEM_20160218_009167	Stamen ini memancarkan bau busuk dan tidak boleh disentuh dengan tangan kosong. {nl}Diperoleh dari Green Rafflesias.	악취를 뿜어내는 이 기분나쁜 수술은 절대 맨손으로 만지면 안됩니다. 초록 라플레시아에게서 획득합니다.
ITEM_20160218_009168	Green Rafflesia Branch	초록 라플레시아 암술
ITEM_20160218_009169	Tidak seperti Stamen, dahan Rafflesias akan cepat kering setelah mati, ini menjadi sulit untuk didapatkan. {nl}Diperoleh dari Green Rafflesias.	수술과 달리 암술은 라플레시아가 죽는 즉시 말라비틀어져서 획득하기가 매우 어렵습니다. 초록 라플레시아에게서 획득합니다.
ITEM_20160218_009170	Jukotail Tail	유코테일 꼬리
ITEM_20160218_009171	karena tahan lama berguna untuk mengikat objek lain. {nl}Diperoleh dari Jukotails.	질기기 때문에 무언가를 묶을 때 도움이 됩니다. 유코테일에게서 획득합니다.
ITEM_20160218_009172	Jukotail Ore	유코테일 광석
ITEM_20160218_009173	Ore yang terbentuk dari buah yang membatu terdapat di ujung ekor Jukotail. {nl}Diperoleh dari Jukotails.	꼬리 끝에 달려있는 붉은 열매가 석화되어 생긴 광석입니다. 유코테일에게서 획득합니다.
ITEM_20160218_009174	Blue Hohen Mane	푸른 호헨 갈기
ITEM_20160218_009175	Untuk mendapatkan ini kamu harus menghadapi binatang buas. {nl}Diperoleh dari Blue Hohens.	이것을 얻기 위해서는 성난 야수와 대면할 수 밖에 없습니다. 푸른 호헨에게서 획득합니다.
ITEM_20160218_009176	Green Minos Fur	초록 미노스의 털
ITEM_20160218_009177	Bulu seperti ini memiliki karakteristik tipis dan panjang seperti rambut manusia. {nl}Diperoleh dari Green Minos.	사람의 머리카락처럼 매우 얆고 긴 것이 특징입니다. 초록 미노스에게서 획득합니다.
ITEM_20160218_009178	Green Minos Jaw Bones	초록 미노스의 턱뼈
ITEM_20160218_009179	Rahang dari Minos cukup kuat untuk membengkokkan besi. {nl}Diperoleh dari Green Minos.	미노스의 턱 힘은 강철도 찌그러트릴 수 있습니다. 초록 미노스에게서 획득합니다.
ITEM_20160218_009180	Brown Nuka Armor Fragment	갈색 누카 갑옷 파편
ITEM_20160218_009181	Mendapatkan perlengkapan yang digunakan demon merupakan tugas yang amat sangat susah. {nl}Diperoleh dari Brown Nukas.	마족들이 사용하던 장비를 얻는 것은 매우 어려운 일입니다. 갈색 누카에게서 획득합니다.
ITEM_20160218_009182	Corrupt Brown Lapasape Mushroom	오염된 갈색 라프세이프 버섯
ITEM_20160218_009183	Untuk alasan yang tidak diketahui, Corrupted Lapasape Mushrooms memiliki sesuatu yang berbeda dari yang biasa. {nl}Diperoleh dari Brown Lapasapes.	알 수 없는 원인으로 오염된 라프세이프 버섯은 이전과는 완전히 다른 성질을 가지게 된다고 합니다. 갈색 라프세이프에게서 획득합니다.
ITEM_20160218_009184	Red Ticen Spearhead	붉은 티켄의 창날
ITEM_20160218_009185	Tombak dengan bentuk sederhana. {nl}Diperoleh dari Red Ticens.	단순한 모양의 창날입니다. 붉은 티켄에게서 획득합니다.
ITEM_20160218_009186	Tough Shell	단단한 껍질
ITEM_20160218_009187	Bentuk nya mungkin tampak aneh tergantung yang melihat hal itu. {nl}Diperoleh dari Greentoshells.	보는 사람에 따라 모양이 이상하게 느껴질 수도 있습니다. 틈게에게서 획득합니다.
ITEM_20160218_009188	Pincers	집게발
ITEM_20160218_009189	Sepasang pincers cukup kuat untuk menembus pelat baja. {nl}Diperoleh dari Greentoshells.	철판을 절단할 만큼 단단한 집게발입니다. 틈게에게서 획득합니다.
ITEM_20160218_009190	Yellow Dumaro Claw	노란 듀마로의 발톱
ITEM_20160218_009191	Pemburu biasanya menggunakan cakar ini sebagai kalung untuk menunjukan kebranian mereka. {nl}Diperoleh dari Yellow Dumaros.	사냥꾼들은 자신의 실력을 입증하기 위해 목걸이에 발톱을 꿰고 다니기도 합니다. 노란 듀마로에게서 획득합니다.
ITEM_20160218_009192	Awakening Stone	각성석
ITEM_20160218_009193	Membantu awakening item tanpa mengurangi potential nya.	장비의 포텐셜을 감소시키지 않고 아이템 어웨이크닝을 할 수 있게 도와줍니다.
ITEM_20160218_009194	Beeteroxia Leaves	비테록시아 잎
ITEM_20160218_009195	Dikatakan bahwa daun yang tumbuh di wajah Beeteroxia menjadikan mereka untuk merasakan lingkungan sekitar. {nl}Diperoleh dari Beeteroxias.	비테록시아는 얼굴에 솟아난 잎으로 주변 환경을 감지할 수 있다고 합니다. 비테록시아에게서 획득합니다.
ITEM_20160218_009196	Ferret Marauder Shell	페릿머로더의 껍질
ITEM_20160218_009197	Ferret Marauder shells digunakan untuk membuat berbagai barang mewah. {nl}Diperoleh dari Ferret Marauders.	페릿머로더의 껍질은 다양한 사치품의 재료로 사용됩니다. 페릿머로더에게서 획득합니다.
ITEM_20160218_009198	Ferret Marauder Horn	페릿머로더의 뿔
ITEM_20160218_009199	Tandunk dengan retakan dan goresan yang sedikit akan semakin bernilai. {nl}Diperoleh dari Ferret Marauders.	이 거대한 뿔은 흠집이 적을수록 가치가 올라갑니다. 페릿머로더에게서 획득합니다.
ITEM_20160218_009200	Parrot Stems	페롯 줄기
ITEM_20160218_009201	Batang yang tergantung di atas Parrots' heads. {nl}Diperoleh dari Parrots.	페롯 머리에 달린 줄기입니다. 페롯에게서 획득합니다.
ITEM_20160218_009202	Polibu Leaves	폴리부 잎
ITEM_20160218_009203	Daun yang tumbuh di Polibus' heads. {nl}Diperoleh dari Polibus.	폴리부의 머리에 돋아난 잎입니다. 폴리부에게서 획득합니다.
ITEM_20160218_009204	Leafnut Horn	리프넛의 뿔
ITEM_20160218_009205	Tanduk kecil dan kuat. {nl}Diperoleh dari Leafnuts.	작고 단단한 뿔입니다. 리프넛에게서 획득합니다.
ITEM_20160218_009206	Loktanun Feather	록타눈 깃털
ITEM_20160218_009207	Sebuah bulu dengan sifat isolasi termal yang bagus. {nl}Diperoleh dari Loktanuns.	보온성이 뛰어난 깃털입니다. 록타눈에게서 획득합니다.
ITEM_20160218_009208	Ponpon Branch	폰폰 가지
ITEM_20160218_009209	Cabang yang tumbuh hanya  di kepala Ponpons. {nl}Diperoleh dari Ponpons.	폰폰의 머리에서만 자라나는 가지입니다. 폰폰에게서 획득합니다.
ITEM_20160218_009210	Gosaru Bones	고사루의 뼈
ITEM_20160218_009211	Sering digunakan untuk pembuatan alat-alat kecil. {nl}Diperoleh dari Gosarus.	작은 도구를 만들 때 많이 사용됩니다. 고사루에게서 획득합니다.
ITEM_20160218_009212	Raffly Stems	라플리 줄기
ITEM_20160218_009213	stems lembek yang menggangu. {nl}Diperoleh dari Rafflys.	기분나쁘게 흐물거리는 줄기입니다. 라플리에게서 획득합니다.
ITEM_20160218_009214	Kenol Crystal	케놀 수정
ITEM_20160218_009215	Crystal yang tumbuh dipunggung Kenols. {nl}Diperoleh dari Kenols.	케놀의 등에서 자라나는 수정입니다. 케놀에게서 획득합니다.
ITEM_20160218_009216	Pag Cloth	페이그 헝겊
ITEM_20160218_009217	Cloth dengan tambalan dan jahitan. {nl}Diperoleh dari Pags.	여기저기가 꿰매진 헝겊입니다.
ITEM_20160218_009218	Glyphring Fragment	글리프링 파편
ITEM_20160218_009219	Terlihat seperti simple rock fragment. {nl}Diperoleh dari Glyphrings.	단순한 돌로 보아선 안됩니다. 글리프링에게서 획득합니다.
ITEM_20160218_009220	Ferret Fur	페릿의 털
ITEM_20160218_009221	Ferret fur sangat lembut, sehingga menjadikan item yang diminati. {nl}Diperoleh dari Ferrets.	페릿의 털은 매우 부드러워서 인기가 매우 좋습니다. 페릿에게서 획득합니다.
ITEM_20160218_009222	No Jutsu Bomb	인법용 폭약
ITEM_20160218_009223	ini adalah No jutsu Bomb. Kamu bisa membeli nya dari Sinobi Master.	인법에 사용되는 폭탄입니다. 시노비 마스터에게서 구입합니다.
ITEM_20160218_009224	Cape	망토
ITEM_20160218_009225	Dapat dibeli dari Chaplain Master.	채플린 마스터에게서 구입합니다.
ITEM_20160218_009226	Divine Amulet	디바인 어뮬렛
ITEM_20160218_009227	[Equip Effect][In development]	[장착 효과][구현중]
ITEM_20160218_009228	Rose Amulet	로즈 어뮬렛
ITEM_20160218_009229	Tiny Amulet	티니 어뮬렛
ITEM_20160218_009230	Crescent Amulet	크레센트 어뮬렛
ITEM_20160218_009231	Sun Amulet	선 어뮬렛
ITEM_20160218_009232	Fortune Amulet	포춘 어뮬렛
ITEM_20160218_009233	Bead Amulet	비드 어뮬렛
ITEM_20160218_009234	Cross Medal Amulet	크로스메달 어뮬렛
ITEM_20160218_009235	Gem Amulet	젬 어뮬렛
ITEM_20160218_009236	Dilgele Seeds	딜겔레 씨앗
ITEM_20160218_009237	Kamu bisa menanam benih ini agar tumbuh dan berbuah. {nl}Hanya bisa digunakan dalam guild's hangout.	작물을 재배할 수 있는 씨앗입니다. 길드 아지트 내에서 사용 가능합니다.
ITEM_20160218_009238	Gyslotis Seeds	기슬로티스 씨앗
ITEM_20160218_009239	Raudonelis	라오도넬리스 씨앗
ITEM_20160218_009240	Guinea Pig Egg	기니피그 알
ITEM_20160218_009241	Kamu bisa mendapatkan companion dari telur ini. {nl}Hanya bisa digunakan dalam guild's hangout.	컴패니언을 키울 수 있는 알입니다. 길드 아지트 내에서 사용 가능합니다.
ITEM_20160218_009242	Lesser Panda Egg	레서팬다 알
ITEM_20160218_009243	Baby Pig Egg	아기돼지 알
ITEM_20160218_009244	Toucan Egg	투칸 알
ITEM_20160218_009245	Owl Egg	올빼미 알
ITEM_20160218_009246	Reincarnation Egg	환생체 알
ITEM_20160218_009247	Reincarnation Egg of a past companion. Mewarisi kemampuan companion yang sudah mati dan mempertahankan semua kenangan mengenai master nya.	함께했던 컴패니언의 환생체의 알 입니다. 죽은 컴패니언의 능력치를 일부 계승하고, 주인에 대한 기억이 남아있습니다.
ITEM_20160218_009248	Blue Orb: Confined Infrogalas Archer	블루 오브:수감된 인프로 갈라스 궁수
ITEM_20160218_009249	Blue Orb: Blue Ticen	블루 오브:푸른 티켄
ITEM_20160218_009250	Blue Orb: Blue Ticen Crossbow Soldier	블루 오브:푸른 티켄 석궁병
ITEM_20160218_009251	Blue Orb: Red Socket Archer	블루 오브:붉은 소켓
ITEM_20160218_009252	Blue Orb: Socket Archer	블루 오브:푸른 소켓 궁수
ITEM_20160218_009253	Blue Orb: Blue Ticen Magician	블루 오브:푸른 티켄 마법사
ITEM_20160218_009254	Blue Orb: Red Chafperor	블루 오브:붉은 체이퍼러
ITEM_20160218_009255	Blue Orb: Red Chafperor Mage	블루 오브:붉은 체이퍼러 메이지
ITEM_20160218_009256	Blue Orb: White Dandel	블루 오브:하얀 단델
ITEM_20160218_009257	Blue Orb: Brown Rambear	블루 오브:갈색 램베어
ITEM_20160218_009258	Blue Orb: Brown Rambear Archer	블루 오브:갈색 램베어 궁수
ITEM_20160218_009259	Blue Orb: Brown Rambear Magician	블루 오브:갈색 램베어 마법사
ITEM_20160218_009260	Blue Orb: Red Deadborn Scap	블루 오브:붉은 데드본스캡
ITEM_20160218_009261	Blue Orb: Red Deadborn Scap Magician	블루 오브:붉은 데드본스캡 마법사
ITEM_20160218_009262	Blue Orb: Green Infro Holder	블루 오브:초록 인프로 홀더
ITEM_20160218_009263	Blue Orb: Green Kepari	블루 오브:초록 케파리
ITEM_20160218_009264	Blue Orb: Green Kepari Shaman	블루 오브:초록 케파리 주술사
ITEM_20160218_009265	Blue Orb: Blue Temple Slave	블루 오브:푸른 템플슬레이브
ITEM_20160218_009266	Blue Orb: Blue Flask	블루 오브:푸른 플라스크
ITEM_20160218_009267	Blue Orb: Orange Minos	블루 오브:주황 미노스
ITEM_20160218_009268	Blue Orb: Red Infro Holder Archer	블루 오브:붉은 인프로 홀더 궁수
ITEM_20160218_009269	Blue Orb: Green Minos Mage	블루 오브:초록 미노스 메이지
ITEM_20160218_009270	Blue Orb: Red Infro Holder	블루 오브:붉은 인프로 홀더
ITEM_20160218_009271	Blue Orb: Blue Socket	블루 오브:푸른 소켓
ITEM_20160218_009272	Blue Orb: Green Infro Holder Shaman	블루 오브:초록 인프로 홀더 주술사
ITEM_20160218_009273	Blue Orb: Red Saltisdaughter	블루 오브:붉은 살티스도터
ITEM_20160218_009274	Blue Orb: Green Saltisdaughter Archer	블루 오브:초록 살티스도터 궁수
ITEM_20160218_009275	Blue Orb: Green Lepusbunny Magician	블루 오브:초록 레푸스버니 마법사
ITEM_20160218_009276	Blue Orb: White Groll	블루 오브:하얀 그롤
ITEM_20160218_009277	Blue Orb: Red Saltisdaughter Magician	블루 오브:붉은 살티스도터 마법사
ITEM_20160218_009278	Blue Orb: Green Lepusbunny Magician	블루 오브:초록 레푸스버니
ITEM_20160218_009279	Blue Orb: Green Lepusbunny Assassin	블루 오브:초록 레푸스버니 암살자
ITEM_20160218_009280	Blue Orb: Blue Siaulav	블루 오브:푸른 샤울라브
ITEM_20160218_009281	Blue Orb: Blue Siaulav Mage	블루 오브:푸른 샤울라브 메이지
ITEM_20160218_009282	Blue Orb: Blue Siaulav Archer	블루 오브:푸른 샤울라브 궁수
ITEM_20160218_009283	Blue Orb: Blue Lapasape	블루 오브:푸른 라프세이프
ITEM_20160218_009284	Blue Orb: Papayam	블루 오브:파파얌
ITEM_20160218_009285	Blue Orb: Red Truffle	블루 오브:붉은 트리펠리
ITEM_20160218_009286	Blue Orb: Green Corpse Flower	블루 오브:초록 시체꽃
ITEM_20160218_009287	Blue Orb: Blue Spion Mage	블루 오브:푸른 스피온 메이지
ITEM_20160218_009288	Blue Orb: Blue Spion	블루 오브:푸른 스피온
ITEM_20160218_009289	Blue Orb: Blue Spion Archer	블루 오브:푸른 스피온 궁수
ITEM_20160218_009290	Blue Orb: Gray Stoulet	블루 오브:회색 스타울리트
ITEM_20160218_009291	Blue Orb: Orange Siaulav	블루 오브:주황 샤울라브
ITEM_20160218_009292	Blue Orb: Orange Siaulav Archer	블루 오브:주황 샤울라브 궁수
ITEM_20160218_009293	Blue Orb: Green Hohen Ritter	블루 오브:초록 호헨 리터
ITEM_20160218_009294	Blue Orb: Green Hohen Barkle	블루 오브:초록 호헨 바클
ITEM_20160218_009295	Blue Orb: Red Hohen Mage	블루 오브:붉은 호헨 메이지
ITEM_20160218_009296	Blue Orb: Brown Hohen Main	블루 오브:갈색 호헨 메인
ITEM_20160218_009297	Blue Orb: Green Hohen Orben	블루 오브:초록 호헨 올벤
ITEM_20160218_009298	Blue Orb: Brown Harugal	블루 오브:갈색 하루갈
ITEM_20160218_009299	Blue Orb: Blue Wendigo Searcher	블루 오브:푸른 웬디고 수색꾼
ITEM_20160218_009300	Blue Orb: Orange Minos Archer	블루 오브:주황 미노스 궁수
ITEM_20160218_009301	Blue Orb: Yellow Coliflower	블루 오브:노란 콜리플라이
ITEM_20160218_009302	Blue Orb: Green Saltisdaughter	블루 오브:초록 살티스도터
ITEM_20160218_009303	Blue Orb: Black Coliflower Mage	블루 오브:검은 콜리플라이 메이지
ITEM_20160218_009304	Blue Orb: Black Coliflower Archer	블루 오브:검은 콜리플라이 궁수
ITEM_20160218_009305	Blue Orb: Brown Colimen	블루 오브:갈색 콜리멘
ITEM_20160218_009306	Blue Orb: Brown Colimen Magician	블루 오브:갈색 콜리멘 마법사
ITEM_20160218_009307	Blue Orb: Blue Terra Imp	블루 오브:푸른 테라임프
ITEM_20160218_009308	Blue Orb: Blue Lapasape Mage	블루 오브:푸른 라프세이프 메이지
ITEM_20160218_009309	Blue Orb: Blue Colimen	블루 오브:푸른 콜리멘
ITEM_20160218_009310	Blue Orb: Red Lepusbunny	블루 오브:붉은 레푸스버니
ITEM_20160218_009311	Blue Orb: Red Lepusbunny Assassin	블루 오브:붉은 레푸스버니 암살자
ITEM_20160218_009312	Blue Orb: Blue Hohen Main	블루 오브:푸른 호헨 메인
ITEM_20160218_009313	Blue Orb: Blue Hohen Mage	블루 오브:푸른 호헨 메이지
ITEM_20160218_009314	Blue Orb: Blue Cronewt	블루 오브:푸른 크로뉴트
ITEM_20160218_009315	Blue Orb: Blue Lapasape Shaman	블루 오브:푸른 라프세이프 주술사
ITEM_20160218_009316	Blue Orb: Blue Hohen Ritter	블루 오브:푸른 호헨 리터
ITEM_20160218_009317	Blue Orb: Blue Cronewt Poisoned Needler	블루 오브:푸른 크로뉴트 독침술사
ITEM_20160218_009318	Blue Orb: Blue Hohen Barkle	블루 오브:푸른 호헨 바클
ITEM_20160218_009319	Blue Orb: Blue Tiny	블루 오브:푸른 티니
ITEM_20160218_009320	Blue Orb: White Spion	블루 오브:하얀 스피온
ITEM_20160218_009321	Blue Orb: Blue Cronewt Magician	블루 오브:푸른 크로뉴트 마법사
ITEM_20160218_009322	Blue Orb: Brown Lapasape	블루 오브:갈색 라프세이프
ITEM_20160218_009323	Blue Orb: Red Hohen Orben	블루 오브:붉은 호헨 올벤
ITEM_20160218_009324	Blue Orb: White Wendigo Searcher	블루 오브:하얀 웬디고 수색꾼
ITEM_20160218_009325	Blue Orb: Blue Tiny Archer	블루 오브:푸른 티니 궁수
ITEM_20160218_009326	Blue Orb: Blue Hohen Gulak	블루 오브:푸른 호헨 굴락
ITEM_20160218_009327	Blue Orb: Black Kepari	블루 오브:검은 케파리
ITEM_20160218_009328	Blue Orb: Brown Tiny Magician	블루 오브:갈색 티니 마법사
